month,year,topic,rank,count,total_articles,percentage,source
9,2023,"USPEC_POLITICS_GENERAL1,16",1,18,619,2.9079159935379644,msnbc
9,2023,"LEADER,16",2,13,619,2.10016155088853,msnbc
9,2023,"TAX_FNCACT_PRESIDENT,16",3,13,619,2.10016155088853,msnbc
10,2023,"LEADER,9",1,20,806,2.481389578163772,msnbc
10,2023,"USPEC_POLITICS_GENERAL1,9",2,19,806,2.357320099255583,msnbc
10,2023,"TAX_FNCACT_PRESIDENT,9",3,18,806,2.2332506203473943,msnbc
11,2023,"USPEC_POLITICS_GENERAL1,9",1,17,686,2.478134110787172,msnbc
11,2023,"LEADER,9",2,16,686,2.3323615160349855,msnbc
11,2023,"TAX_FNCACT_PRESIDENT,9",3,16,686,2.3323615160349855,msnbc
12,2023,"USPEC_POLITICS_GENERAL1,16",1,16,703,2.275960170697013,msnbc
12,2023,"LEADER,16",2,12,703,1.7069701280227598,msnbc
12,2023,"TAX_FNCACT_PRESIDENT,16",3,11,703,1.5647226173541962,msnbc
1,2024,"USPEC_POLITICS_GENERAL1,16",1,27,772,3.4974093264248705,msnbc
1,2024,"LEADER,16",2,24,772,3.1088082901554404,msnbc
1,2024,"TAX_FNCACT_PRESIDENT,16",3,23,772,2.9792746113989637,msnbc
2,2024,"USPEC_POLITICS_GENERAL1,16",1,21,763,2.7522935779816518,msnbc
2,2024,"LEADER,9",2,19,763,2.490170380078637,msnbc
2,2024,"TAX_FNCACT_PRESIDENT,9",3,19,763,2.490170380078637,msnbc
3,2024,"USPEC_POLITICS_GENERAL1,9",1,42,933,4.501607717041801,msnbc
3,2024,"LEADER,9",2,40,933,4.287245444801715,msnbc
3,2024,"TAX_FNCACT_PRESIDENT,9",3,39,933,4.180064308681672,msnbc
4,2024,"USPEC_POLITICS_GENERAL1,9",1,27,843,3.202846975088968,msnbc
4,2024,"LEADER,9",2,26,843,3.084223013048636,msnbc
4,2024,"TAX_FNCACT_PRESIDENT,9",3,26,843,3.084223013048636,msnbc
5,2024,"USPEC_POLITICS_GENERAL1,9",1,23,823,2.7946537059538272,msnbc
5,2024,"USPEC_POLITICS_GENERAL1,16",2,22,823,2.67314702308627,msnbc
5,2024,"LEADER,9",3,22,823,2.67314702308627,msnbc
6,2024,"LEADER,9",1,43,747,5.756358768406962,msnbc
6,2024,"TAX_FNCACT_PRESIDENT,9",2,43,747,5.756358768406962,msnbc
6,2024,"USPEC_POLITICS_GENERAL1,9",3,43,747,5.756358768406962,msnbc
7,2024,"LEADER,9",1,43,790,5.443037974683544,msnbc
7,2024,"USPEC_POLITICS_GENERAL1,9",2,43,790,5.443037974683544,msnbc
7,2024,"TAX_FNCACT_PRESIDENT,9",3,42,790,5.3164556962025316,msnbc
8,2024,"LEADER,14",1,28,782,3.580562659846547,msnbc
8,2024,"USPEC_POLITICS_GENERAL1,14",2,27,782,3.4526854219948846,msnbc
8,2024,"TAX_FNCACT_PRESIDENT,14",3,26,782,3.324808184143223,msnbc
9,2024,"USPEC_POLITICS_GENERAL1,16",1,26,665,3.909774436090226,msnbc
9,2024,"LEADER,16",2,25,665,3.7593984962406015,msnbc
9,2024,"TAX_FNCACT_PRESIDENT,16",3,25,665,3.7593984962406015,msnbc
10,2024,"TAX_FNCACT_PRESIDENT,14",1,26,803,3.23785803237858,msnbc
10,2024,"USPEC_POLITICS_GENERAL1,16",2,25,803,3.1133250311332503,msnbc
10,2024,"TAX_FNCACT_VICE_PRESIDENT,14",3,25,803,3.1133250311332503,msnbc
11,2024,"USPEC_POLITICS_GENERAL1,9",1,9,663,1.3574660633484164,msnbc
11,2024,"USPEC_POLITICS_GENERAL1,14",2,7,663,1.0558069381598794,msnbc
11,2024,"USPEC_POLITICS_GENERAL1,11",3,7,663,1.0558069381598794,msnbc
12,2024,"USPEC_POLITICS_GENERAL1,9",1,19,601,3.1613976705490847,msnbc
12,2024,"LEADER,9",2,18,601,2.995008319467554,msnbc
12,2024,"TAX_FNCACT_PRESIDENT,9",3,17,601,2.828618968386023,msnbc
1,2025,"USPEC_POLITICS_GENERAL1,9",1,50,827,6.045949214026603,msnbc
1,2025,"LEADER,9",2,49,827,5.92503022974607,msnbc
1,2025,"TAX_FNCACT_PRESIDENT,9",3,49,827,5.92503022974607,msnbc
2,2025,"LEADER,9",1,46,633,7.266982622432859,msnbc
2,2025,"TAX_FNCACT_PRESIDENT,9",2,45,633,7.109004739336493,msnbc
2,2025,"USPEC_POLITICS_GENERAL1,9",3,44,633,6.9510268562401265,msnbc
3,2025,"LEADER,9",1,73,812,8.990147783251231,msnbc
3,2025,"USPEC_POLITICS_GENERAL1,9",2,73,812,8.990147783251231,msnbc
3,2025,"TAX_FNCACT_PRESIDENT,9",3,71,812,8.74384236453202,msnbc
4,2025,"LEADER,9",1,3,13,23.076923076923077,msnbc
4,2025,"TAX_FNCACT_PRESIDENT,9",2,3,13,23.076923076923077,msnbc
4,2025,"USPEC_POLITICS_GENERAL1,9",3,3,13,23.076923076923077,msnbc
