month,year,topic,topic_id,rank,count,total_articles,percentage
11,2021,chipotle coli outbreak / living atm keypads / africa tackles human,1,3,82,1000,8.200000000000001
11,2022,obama presidency jeb / debt nearly doubles / protect classified info,2,1,256,1000,25.6
11,2022,suspect killed california / autopsies begin / profiling chief,4,2,165,1000,16.5
11,2022,leah remini dont / magicians take stage / two weeks gisele,5,3,64,1000,6.4
11,2023,obama presidency jeb / debt nearly doubles / protect classified info,2,1,154,1000,15.4
11,2023,suspect killed california / autopsies begin / profiling chief,4,2,150,1000,15.0
11,2023,leah remini dont / magicians take stage / two weeks gisele,5,3,62,1000,6.2
11,2024,obama presidency jeb / debt nearly doubles / protect classified info,2,1,406,1000,40.6
11,2024,suspect killed california / autopsies begin / profiling chief,4,2,78,1000,7.8
11,2024,leah remini dont / magicians take stage / two weeks gisele,5,3,65,1000,6.5
12,2015,colombian navy rescues / 200 drug maker / increase court issues,1,1,836,1000,83.6
12,2015,zika threats cdc / siegel prevent needless / mariah carey,0,2,6,1000,0.6
12,2016,colombian navy rescues / 200 drug maker / increase court issues,1,1,913,1000,91.3
12,2016,zika threats cdc / siegel prevent needless / mariah carey,0,2,10,1000,1.0
12,2017,colombian navy rescues / 200 drug maker / increase court issues,1,1,939,1000,93.89999999999999
12,2018,colombian navy rescues / 200 drug maker / increase court issues,1,1,893,1000,89.3
12,2018,zika threats cdc / siegel prevent needless / mariah carey,0,2,6,1000,0.6
12,2019,colombian navy rescues / 200 drug maker / increase court issues,1,1,910,1000,91.0
12,2019,zika threats cdc / siegel prevent needless / mariah carey,0,2,4,1000,0.4
12,2020,colombian navy rescues / 200 drug maker / increase court issues,1,1,702,1000,70.19999999999999
12,2020,zika threats cdc / siegel prevent needless / mariah carey,0,2,202,1000,20.200000000000003
12,2021,colombian navy rescues / 200 drug maker / increase court issues,1,1,732,1000,73.2
12,2021,zika threats cdc / siegel prevent needless / mariah carey,0,2,142,1000,14.2
12,2022,colombian navy rescues / 200 drug maker / increase court issues,1,1,857,1000,85.7
12,2022,zika threats cdc / siegel prevent needless / mariah carey,0,2,21,1000,2.1
12,2023,colombian navy rescues / 200 drug maker / increase court issues,1,1,871,1000,87.1
12,2023,zika threats cdc / siegel prevent needless / mariah carey,0,2,8,1000,0.8
12,2024,colombian navy rescues / 200 drug maker / increase court issues,1,1,831,1000,83.1
12,2024,zika threats cdc / siegel prevent needless / mariah carey,0,2,8,1000,0.8
